firm_name,addr_dept_main,n_offres,sector_main,avg_req_exp,avg_wage,top_skill_req,n_patents,ipc_main_code,ipc_main_desc,ipc_second_code,ipc_second_desc,addr_city_main
Resinoplast,51,,,,,,12,C08K,"USE OF INORGANIC OR NON-MACROMOLECULAR ORGANIC SUBSTANCES AS COMPOUNDING INGREDIENTS (paints, inks, varnishes, dyes, polishes, adhesives C09)",C08J,"WORKING-UP; GENERAL PROCESSES OF COMPOUNDING; AFTER-TREATMENT NOT COVERED BY SUBCLASSES  C08B, C08C, C08F, C08G;  or C08H; (working, e.g. shaping, of plastics B29)",Reims
Resmed Sas,69,,,,,,48,A61M,"DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY (introducing media into or onto the bodies of animals A61D0007000000; means for inserting tampons A61F0013260000; devices for administering food or medicines orally A61J; containers for collecting, storing or administering blood or medical fluids A61J0001050000); DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY (surgery A61B; chemical aspects of surgical articles A61L; magnetotherapy using magnetic elements placed within the body A61N0002100000); DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR",A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",Saint Priest
Respinnovation SAS,83,,,,,,10,A61H,"PHYSICAL THERAPY APPARATUS, e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy, magnetotherapy, radiation therapy, ultrasound therapy A61N)","","",Seillans
Resurgence,54,,,,,,3,B62K,"CYCLES; CYCLE FRAMES; CYCLE STEERING DEVICES; RIDER-OPERATED TERMINAL CONTROLS SPECIALLY ADAPTED FOR CYCLES; CYCLE AXLE SUSPENSIONS; CYCLE SIDECARS, FORECARS, OR THE LIKE",B62M,RIDER PROPULSION OF WHEELED VEHICLES OR SLEDGES; POWERED PROPULSION OF SLEDGES OR CYCLES; TRANSMISSIONS SPECIALLY ADAPTED FOR SUCH VEHICLES (arrangements or mounting of transmissions in vehicles in general B60K; transmission elements per seF16),Longwy
Retail Reload,92,,,,,,1,G06Q,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR","","",Suresnes
"Retali, Dominique",94,,,,,,1,H04B,"TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)","","",Le Perreux sur Marne
Reucirs,69,,,,,,4,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)",A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",Sainte Foy les Lyon
Reuniwatt,97,,,,,,7,G01W,"METEOROLOGY (radar, sonar, lidar or analogous systems, designed for meteorological use G01S0013950000, G01S0015880000, G01S0017950000)",G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",Sainte Clotilde
"Reus, Pierre",85,,,,,,2,E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)","","",Fontenay le Comte
Revenue Collection Systems France SAS,91,,,,,,32,G06Q,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR",G07F,COIN-FREED OR LIKE APPARATUS (coin sorting G07D0003000000; coin testing G07D0005000000),Plessis Pate
"Revert, Pierre",39,,,,,,1,G02C,SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES,"","",""
Revinax,34,,,,,,4,F16M,"FRAMES, CASINGS, OR BEDS, OF ENGINES OR OTHER MACHINES OR APPARATUS, NOT SPECIFIC TO AN ENGINE, MACHINE, OR APPARATUS PROVIDED FOR ELSEWHERE; STANDS OR SUPPORTS",G02B,"OPTICAL ELEMENTS, SYSTEMS, OR APPARATUS (G02F takes precedence;optical elements specially adapted for use in lighting devices or systems thereof F21V0001000000-F21V0013000000; measuring-instruments, see the relevant subclass of class G01, e.g. optical rangefinders G01C; testing of optical elements, systems, or apparatus G01M0011000000; spectacles G02C; apparatus or arrangements for taking photographs or for projecting or viewing them G03B; sound lenses G10K0011300000; electron and ion optics H01J; X-ray optics H01J, H05G0001000000; optical elements structurally combined with electric discharge tubes H01J0005160000, H01J0029890000, H01J0037220000; microwave optics H01Q; combination of optical elements with television receivers H04N0005720000; optical systems or arrangements in colour television systems H04N0009000000; heating arrangements specially adapted for transparent or reflecting areas H05B0003840000)",Montpellier
Revive SAS,60,,,,,,4,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",G06K,RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS (printing per se      B41J),Saint Sauveur
Revol Porcelaine S.A.,26,,,,,,11,A47G,HOUSEHOLD OR TABLE EQUIPMENT (book-ends A47B0065000000; knives B26B),C04B,"LIME; MAGNESIA; SLAG; CEMENTS; COMPOSITIONS THEREOF, e.g. MORTARS, CONCRETE OR LIKE BUILDING MATERIALS; ARTIFICIAL STONE; CERAMICS (devitrified glass-ceramics C03C0010000000); REFRACTORIES (alloys based on refractory metals C22C); TREATMENT OF NATURAL STONE",Saint Uze
"Revol-Buisson, Samuel Andre Marie",19,,,,,,1,E04B,"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls, floors, or ceilings E06B0001000000)","","",Brive la Gaillarde
Revolwear,13,,,,,,1,A45F,TRAVELLING OR CAMP EQUIPMENT; SACKS OR PACKS CARRIED ON THE BODY (hand carried bags or luggage A45C),"","",La Ciotat
"Reyal, Jean-Pierre",95,,,,,,1,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS, OR SEAWEED; FORESTRY; WATERING (picking of fruits, vegetables, hops, or the like A01D0046000000; plant reproduction by tissue culture techniques A01H0004000000; devices for topping or skinning onions or flower bulbs A23N0015080000; propagating unicellular algae C12N0001120000; plant cell culture C12N0005000000)","","",eragny
Reydel Automotive France SAS,62,,,,,,3,B60R,"VEHICLES, VEHICLE FITTINGS, OR VEHICLE PARTS, NOT OTHERWISE PROVIDED FOR (fire prevention, containment or extinguishing specially adapted for vehicles A62C0003070000)",C14B,"MECHANICAL TREATMENT OR PROCESSING OF SKINS, HIDES, OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES (mechanical cleaning of hides or the like D06G)",Harnes
"Reyes, François",47,,,,,,3,F03B,MACHINES OR ENGINES FOR LIQUIDS (machines or engines for liquids and elastic fluids F01; positive-displacement engines for liquids F03C; positive-displacement machines for liquids F04),"","",Bon Encontre
Rheinzink France,42,,,,,,2,E04D,ROOF COVERINGS; SKY-LIGHTS; GUTTERS; ROOF-WORKING TOOLS (coverings of outer walls by plaster or other porous material E04F0013000000),"","",Neulise
Rhenovia Pharma S.A.S.,68,,,,,,4,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",A61N,"ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments, devices or methods for transferring non-mechanical forms of energy to or from the body A61B0018000000; anaesthetic apparatus in general A61M; incandescent lamps H01K; infra-red radiators for heating H05B)",Mulhouse
Rheonova,38,,,,,,4,C08L,"COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)",F16C,"SHAFTS; FLEXIBLE SHAFTS; MECHANICAL MEANS FOR TRANSMITTING MOVEMENT IN A FLEXIBLE SHEATHING; ELEMENTS OF CRANKSHAFT MECHANISMS; PIVOTS; PIVOTAL CONNECTIONS; ROTARY ENGINEERING ELEMENTS OTHER THAN GEARING, COUPLING, CLUTCH OR BRAKE ELEMENTS; BEARINGS",Grenoble
Rhoban System,33,,,,,,7,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)",A61H,"PHYSICAL THERAPY APPARATUS, e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy, magnetotherapy, radiation therapy, ultrasound therapy A61N)",Vayres
Rhodia Opérations,93,,,,,,2864,C07C,"ACYCLIC OR CARBOCYCLIC COMPOUNDS (macromolecular compounds C08; production of organic compounds by electrolysis or electrophoresis C25B0003000000, C25B0007000000)",C09K,MATERIALS FOR APPLICATIONS NOT OTHERWISE PROVIDED FOR; APPLICATIONS OF MATERIALS NOT OTHERWISE PROVIDED FOR,Aubervilliers
Rhodium Group,75,1,"",,,"Anglais, Collaboration",,,,,,
"Rhul, Philippe",75,,,,,,4,G04B,"MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME-PIECES USING THE POSITION OF THE SUN, MOON, OR STARS (spring- or weight-driven mechanisms in general F03G; electromechanical clocks or watches G04C; electromechanical clocks with attached or built-in means operating any device at preselected times or after predetermined time intervals G04C0023000000; clocks or watches with stop devices G04F0007080000; structural details or housings specially adapted for electronic time-pieces with no moving parts G04G0017000000)",G04D,"APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES (machine tools in general B23, B24; hand tools in general B25)",Paris
"Ribaud Chevrey, Daniel Jacques Louis",75,,,,,,1,A45F,TRAVELLING OR CAMP EQUIPMENT; SACKS OR PACKS CARRIED ON THE BODY (hand carried bags or luggage A45C),"","",Paris
Riber,95,,,,,,43,C23C,"COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE, BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION, BY SPUTTERING, BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION, IN GENERAL (applying liquids or other fluent materials to surfaces in general B05; making metal-coated products by extrusion B21C0023220000; covering with metal by connecting pre-existing layers to articles, see the relevant places, e.g. B21D0039000000, B23K; working of metal by the action of a high concentration of electric current on a workpiece using an electrode B23H; metallising of glass C03C; metallising mortars, concrete, artificial stone, ceramics or natural stone C04B0041000000; paints, varnishes, lacquers C09D; enamelling of, or applying a vitreous layer to, metals C23D; inhibiting corrosion of metallic material or incrustation in general C23F; treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D, C25F; single-crystal film growth C30B; by metallising textiles D06M0011830000; decorating textiles by locally metallising D06Q0001040000; details of scanning-probe apparatus, in general G01Q; manufacture of semiconductor devices H01L; manufacture of printed circuits H05K)",H01L,"SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR (use of semiconductor devices for measuring G01; resistors in general H01C; magnets, inductors, transformers H01F; capacitors in general H01G; electrolytic devices H01G0009000000; batteries, accumulators H01M; waveguides, resonators, or lines of the waveguide type H01P; line connectors, current collectors H01R; stimulated-emission devices H01S; electromechanical resonators H03H; loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers H04R; electric light sources in general H05B; printed circuits, hybrid circuits, casings or constructional details of electrical apparatus, manufacture of assemblages of electrical components H05K; use of semiconductor devices in circuits having a particular application, see the subclass for the application);",Bezons
Riboueau Monosem,79,,,,,,2,A01C,"PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts, details or accessories of agricultural machines or implements, in general A01B0051000000-A01B0075000000)","","",Largeasse
Ribouleau Monosem,79,,,,,,24,A01C,"PLANTING; SOWING; FERTILISING (combined with general working of soil A01B0049040000; parts, details or accessories of agricultural machines or implements, in general A01B0051000000-A01B0075000000)",A01B,"SOIL WORKING IN AGRICULTURE OR FORESTRY; PARTS, DETAILS, OR ACCESSORIES OF AGRICULTURAL MACHINES OR IMPLEMENTS, IN GENERAL (making or covering furrows or holes for sowing, planting or manuring A01C0005000000; machines for harvesting root crops A01D; mowers convertible to soil working apparatus or capable of soil working A01D0042040000; mowers combined with soil working implements A01D0043120000; soil working for engineering purposes E01, E02, E21)",Largeasse
"Ricard, Philippe",62,,,,,,6,A61N,"ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY (measurement of bioelectric currents A61B; surgical instruments, devices or methods for transferring non-mechanical forms of energy to or from the body A61B0018000000; anaesthetic apparatus in general A61M; incandescent lamps H01K; infra-red radiators for heating H05B)",G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",Nice
"Ricci, André",90,,,,,,3,F23B,"METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL (for combustion of fuels that are solid at room temperatures, but burned in melted form, e.g. candle wax, C11C0005000000, F23C, F23D; using solid fuel suspended in air F23C, F23D0001000000; using solid fuel suspended in liquids F23C, F23D0011000000; using solid fuel and fluent fuel simultaneously or alternately F23C, F23D0017000000)",F23G,CREMATION FURNACES; CONSUMING WASTE OR LOW GRADE FUELS BY COMBUSTION,Essert
Rice Technologies,30,,,,,,3,A23L,"FOODS, FOODSTUFFS, OR NON-ALCOHOLIC BEVERAGES, NOT COVERED BY SUBCLASSES ; A21D;  OR A23B-A23J; THEIR PREPARATION OR TREATMENT, e.g. COOKING, MODIFICATION OF NUTRITIVE QUALITIES, PHYSICAL TREATMENT (shaping or working, not fully covered by this subclass, A23P); PRESERVATION OF FOODS OR FOODSTUFFS, IN GENERAL (preservation of flour or dough for baking A21D)",A47J,KITCHEN EQUIPMENT; COFFEE MILLS; SPICE MILLS; APPARATUS FOR MAKING BEVERAGES,Saint Gilles
"Ricevuto, Baptiste",72,,,,,,3,E05B,LOCKS; ACCESSORIES THEREFOR; HANDCUFFS,"","",La Fleche
Richard Freres,42,,,,,,40,A47H,"FURNISHINGS FOR WINDOWS OR DOORS (concerned with the functioning of the door or window E05; roller blinds E06B; special arrangements or measures in connection with doors or windows, e.g. for ventilation or sealing, E06B0007000000)",A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)",Saint Genest Lerpt
"Richart, Olivier",17,,,,,,4,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)","","",La Rochelle
"Richert, Raphaël",69,,,,,,4,A61C,DENTISTRY; APPARATUS OR METHODS FOR ORAL OR DENTAL HYGIENE (non-driven toothbrushes A46B; preparations for dentistry A61K0006000000),B33Y,"",Lyon
Ricoh Industrie France SAS,68,,,,,,5,B41M,"PRINTING, DUPLICATING, MARKING, OR COPYING PROCESSES; COLOUR PRINTING (correction of typographical errors B41J; processes for applying transfer pictures or the like B44C0001160000; fluid media for correction of typographical errors by coating C09D0010000000; printing textiles D06P)",C07D,HETEROCYCLIC COMPOUNDS (macromolecular compounds C08),Wettolsheim
"Ricordeau, Laurent",44,,,,,,1,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","","",Nantes
Ridengineering,31,,,,,,6,B64C,AEROPLANES; HELICOPTERS (air-cushion vehicles B60V),B64B,LIGHTER-THAN-AIR AIRCRAFT (ground installations for aircraft in general B64F),Roques
Ridoret Distribution,17,,,,,,3,E06B,"FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS, VEHICLES, FENCES, OR LIKE ENCLOSURES, IN GENERAL, e.g. DOORS, WINDOWS, BLINDS, GATES (shades or blinds for greenhouses A01G0009220000; curtains A47H; lids for car boots or bonnets B62D0025100000; sky-lights E04B0007180000; sunshades, awnings E04F0010000000)","","",La Rochelle
"Riedinger, Jean-Claude",27,,,,,,3,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",H04B,"TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)",Dangu
"Rietsch, Jean-Marc, Marie-Joseph",63,,,,,,8,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",H04L,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)",eze
"Rigail, François",34,,,,,,12,B01F,"MIXING, e.g. DISSOLVING, EMULSIFYING, DISPERSING (mixing paints B44D0003060000)",A23L,"FOODS, FOODSTUFFS, OR NON-ALCOHOLIC BEVERAGES, NOT COVERED BY SUBCLASSES ; A21D;  OR A23B-A23J; THEIR PREPARATION OR TREATMENT, e.g. COOKING, MODIFICATION OF NUTRITIVE QUALITIES, PHYSICAL TREATMENT (shaping or working, not fully covered by this subclass, A23P); PRESERVATION OF FOODS OR FOODSTUFFS, IN GENERAL (preservation of flour or dough for baking A21D)",Beaulieu
Righini Industrie,47,,,,,,1,E04F,"FINISHING WORK ON BUILDINGS, e.g. STAIRS, FLOORS (windows, doors E06B)","","",Tonneins
"Rignac, Christophe",34,,,,,,2,A47L,DOMESTIC WASHING OR CLEANING (brushes A46B; cleaning quantities of bottles or of other hollow articles of one kind B08B0009000000; laundry D06F); SUCTION CLEANERS IN GENERAL (cleaning in general B08),"","",Beziers
"Rio, Hubert",60,,,,,,4,A21C,MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; HANDLING BAKED ARTICLES MADE FROM DOUGH,B01F,"MIXING, e.g. DISSOLVING, EMULSIFYING, DISPERSING (mixing paints B44D0003060000)",Avilly Saint Leonard
"Ripoll, Henri",41,,,,,,3,G21F,"PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR (radiation protection by pharmaceutical means A61K0008000000, A61Q0017040000; in cosmonautic vehicles B64G0001540000; combined with a reactor G21C0011000000; combined with X-ray tubes H01J0035160000; combined with X-ray apparatus H05G0001020000)","","",Areines
"Riquier, Christophe",13,,,,,,1,B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS (vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances A61G0003000000)","","",Marseille
"Risacher, Stéphane, Rémy, Daniel, Sylvère, Joseph",69,,,,,,1,A63B,"APPARATUS FOR PHYSICAL TRAINING, GYMNASTICS, SWIMMING, CLIMBING, OR FENCING; BALL GAMES; TRAINING EQUIPMENT (apparatus for passive exercising, massage A61H)","","",Tassin la Demi Lune
"Riscala, Laurent",91,,,,,,2,E04B,"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls, floors, or ceilings E06B0001000000)","","",Montgeron
Rise BA,35,,,,,,5,A61H,"PHYSICAL THERAPY APPARATUS, e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy, magnetotherapy, radiation therapy, ultrasound therapy A61N)",G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)",Mordelles
Risks et Solutions,25,,,,,,1,G06Q,"DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES, NOT OTHERWISE PROVIDED FOR","","",Besancon
"Rivaillier, Jacques",78,,,,,,2,G06K,RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS (printing per se      B41J),"","",Rambouillet
Rivard,49,,,,,,9,E02F,DREDGING; SOIL-SHIFTING (winning peat E21C0049000000),B60P,"VEHICLES ADAPTED FOR LOAD TRANSPORTATION OR TO TRANSPORT, TO CARRY, OR TO COMPRISE SPECIAL LOADS OR OBJECTS (vehicles with special provisions for transporting patients or disabled persons, or their personal conveyances A61G0003000000)",Daumeray
"Rivas, Frédéric",38,,,,,,1,F15B,"SYSTEMS ACTING BY MEANS OF FLUIDS IN GENERAL; FLUID-PRESSURE ACTUATORS, e.g. SERVOMOTORS; DETAILS OF FLUID-PRESSURE SYSTEMS, NOT OTHERWISE PROVIDED FOR (motors, turbines, compressors, blowers, pumps F01-F04; fluid dynamics F15D; fluid clutches or brakes F16D; fluid springs F16F; fluid gearing F16H; pistons, cylinders, packing F16J; valves, taps, cocks, actuating-floats F16K; safety valves with auxiliary fluid operation of the main valve F16K0017100000; fluid-operating means for valves F16K0031120000; pipes, pipe joints F16L; lubricating F16N)","","",Tullins
Rivierawaves (RW),64,,,,,,8,H04L,"TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION (typewriters B41J; order telegraphs, fire or police telegraphs G08B; visual telegraphy G08B, G08C; teleautographic systems G08C; ciphering or deciphering apparatus per seG09C; coding, decoding or code conversion, in general H03M; arrangements common to telegraphic and telephonic communication H04M; selecting H04Q; wireless communicationnetworksH04W)",H04B,"TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)",Biot
"Riviere, Joël",91,,,,,,2,G08B,"SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS (signalling arrangements on vehicles B60Q, B62D0041000000; railway signalling systems or devices B61L; on cycles B62J0003000000, B62J0006000000; safes or strong-rooms with alarm devices E05G; signalling or alarm devices in mines E21F0017180000; sensitive measuring elements, see the appropriate subclasses of G01; traffic control systems G08G; visual indicating means G09; sound-producing devices G10; radio or near-field calling systems H04B0005000000, H04B0007000000)","","",Mennecy
"Rivoire, Jacques",42,,,,,,1,E02D,FOUNDATIONS; EXCAVATIONS; EMBANKMENTS (specially adapted for hydraulic engineering E02B); UNDERGROUND OR UNDERWATER STRUCTURES,"","",Saint etienne
"Rizzi, Pierre",73,,,,,,2,B23B,"TURNING; BORING (using an electrode which takes the place of a tool B23H, e.g. making holes B23H0009140000; working by laser beam B23K0026000000; arrangements for copying or controlling B23Q)",B25D,PERCUSSIVE TOOLS,Clery
"Rizzo, M. Jean-Pierre",63,,,,,,2,E03D,WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES; FLUSHING VALVES THEREFOR,"","",Beaumont
"Roard, Dany Lilian",62,,,,,,8,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",A61Q,SPECIFIC USE OF COSMETICS OR SIMILAR TOILET PREPARATIONS,Mougins
"Robache, Olivier Laurent",74,,,,,,1,A63H,"TOYS, e.g. TOPS, DOLLS, HOOPS, BUILDING BLOCKS","","",Annecy
"Roberge, Christophe",34,,,,,,26,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",C08L,"COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)",Jacou
